"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"50868245","東方能量有限公司","","臺北市信義區莊敬路416號7樓","1000000"," "," ","解散","20260901033610"
"50868337","黃檸檬餐飲股份有限公司","陶O","臺北市中山區植福路195之1號6樓","30000000","29800000"," ","核准設立","20260901033610"
"50868358","立旺鍋物股份有限公司","朱O銘","臺北市中正區衡陽路90號1樓","10850000","10850000"," ","核准設立","20260901033610"
"50868391","丰勝寰宇股份有限公司","陳O沁","臺北市北投區立農街1段253號1樓","20000000","7050000"," ","核准設立","20260901033610"
"50868414","公公小館有限公司","","臺北市大安區建國南路1段160號7樓之3","4000000"," "," ","解散","20260901033610"
"50869321","引力文化有限公司","李O豪","臺北市大安區樂利路39之1號","2000000"," "," ","核准設立","20260901033610"
"50869791","豊宸有限公司","李O銓","臺北市內湖區民權東路6段184之1號","5000000"," "," ","核准設立","20260901033610"
"50869997","慶次國際開發有限公司","李O勳","臺北市內湖區星雲街168巷35號7樓之2","100000"," "," ","核准設立","20260901033610"
"50870158","歐森坊有限公司","陳O羽","臺北市北投區大業路600號6樓之1","22000000"," "," ","核准設立","20260901033610"
"50870241","維嘉國際有限公司","","桃園市桃園區民富三街48號（1樓）","6000000"," "," ","解散","20260901033610"
"50870360","鴻宇國際實業有限公司","","臺北市中山區新生北路3段84巷6號6樓之5","3000000"," "," ","廢止","20260901033610"
"50871065","威富管理顧問有限公司","顧O宗","臺北市大安區信義路4段170號3樓之1","1200000"," "," ","核准設立","20260901033610"
"50871178","晨啡暮酒有限公司","","臺北市中山區長春路15號3樓之1","6000000"," "," ","解散","20260901033610"
"50871327","磚情有限公司","林O清","臺北市中正區辛亥路1段31號","1500000"," "," ","核准設立","20260901033610"
"50871488","濃氣屋拉麵有限公司","文O奎 MOON KYUNGKYU","臺北市大安區忠孝東路4段205巷9號地下","550000"," "," ","核准設立","20260901033610"
"50871760","樂蕾食品股份有限公司","","臺北市大安區信義路4段378巷11號1樓","1100000","1100000"," ","廢止","20260901033610"
"50872079","和蒔餐飲有限公司","卓O仁","臺北市中山區長安東路2段36巷1號","1600000"," "," ","核准設立","20260901033610"
"50872233","食幸國際有限公司","林O利","臺北市中山區長春路67號7樓之1","4000000"," "," ","核准設立","20260901033610"
"50872326","岩旭國際開發有限公司","","臺北市文山區萬隆街54號","5000000"," "," ","廢止","20260901033610"
"50872331","御詠家有限公司","","臺北市中山區北安路621巷43號1樓","500000"," "," ","解散","20260901033610"
"50872819","森林貓工作室有限公司","","臺中市西區吉龍里五權西四街126號10樓之2","500000"," "," ","解散","20260901033610"
"50872970","饗印實業有限公司","","臺北市信義區基隆路1段366號","5000000"," "," ","解散","20260901033610"
"50872986","盞酌有限公司","涂O豪","臺北市中山區新生北路2段17巷1號","7000000"," "," ","核准設立","20260901033610"
"50872992","承庭餐飲管理顧問有限公司","","臺北市中山區南京西路1之1號6樓","1000000"," "," ","解散","20260901033610"
"50873036","品富娛樂事業有限公司","","臺北市中山區松江路328號8樓","1250000"," "," ","解散","20260901033610"
"50873078","明洞餐飲有限公司","","臺北市大安區復興南路1段107巷5弄4號1樓","2000000"," "," ","解散","20260901033610"
"50873508","台灣博多國際實業發展有限公司","俞O","新北市三重區仁化街31巷23號(1樓)","6500000"," "," ","核准設立","20260901033610"
"50873752","山峸製作設計有限公司","袁O程","臺北市中山區中山北路2段59巷45號5樓之5","1000000"," "," ","核准設立","20260901033610"
"50873773","歆澄有限公司","黃O瑄","臺北市士林區劍潭路10號","1500000"," "," ","核准設立","20260901033610"
"50873802","昌平商店有限公司","木O昌平","臺中市西屯區何南里大墩二十街118號5樓之1","150000"," "," ","核准設立","20260901033610"
"50873964","石石餐飲企業股份有限公司","陳O豪","臺北市松山區敦化北路155巷12號1樓","3500000","3500000"," ","核准設立","20260901033610"
"50874020","別緻餐飲股份有限公司","","臺北市大安區瑞安街71巷5弄2號1樓","200000","200000"," ","解散","20260901033610"
"50874106","凱凌餐飲有限公司","","新北市永和區安樂路186號(1樓)","500000"," "," ","解散","20260901033610"
"50874128","和美佳食品有限公司","康O翰","臺北市中山區龍江路328巷5號","1000000"," "," ","核准設立","20260901033610"
"50874289","麥吉股份有限公司","范O群","新北市汐止區新台五路1段99號25樓之3","4550000","4550000"," ","核准設立","20260901033610"
"50874555","衣智貿易有限公司","都O安","臺北市中山區南京東路1段132巷30號2樓之1","500000"," "," ","核准設立","20260901033610"
"50874605","蜜酪香股份有限公司","范O群","桃園市中壢區月眉里圓光一路366巷56弄76號","5480000","5480000"," ","核准設立","20260901033610"
"50874680","鑫金銅實業有限公司","鍾O蓉","新北市新莊區富貴路492號6樓","1000000"," "," ","核准設立","20260901033610"
"50874730","若隱管理顧問有限公司","盧O勳","臺北市信義區忠孝東路4段500之3號一樓","500000"," "," ","核准設立","20260901033610"
"50874772","酒酒肉肉顧問有限公司","張O杰","臺北市大安區復興南路1段107巷5弄7號","5000000"," "," ","核准設立","20260901033610"
"50875082","瑞記海南雞飯有限公司","劉O京","臺北市信義區永吉路30巷145號1樓","16000000"," "," ","核准設立","20260901033610"
"50875174","張羅有限公司","蘇O德","臺北市中正區忠孝西路1段50號14樓之24","4000000"," "," ","核准設立","20260901033610"
"50875365","齊禾好好有限公司","","臺北市松山區八德路4段245巷32弄20號","1500000"," "," ","解散","20260901033610"
"50875386","水利方餐飲實業有限公司","","臺北市松山區光復南路17巷5號5樓","600000"," "," ","解散","20260901033610"
"50875463","極璽整合行銷有限公司","","臺北市松山區八德路2段374號4樓之3","5000000"," "," ","解散","20260901033610"
"50875549","路易奇洗衣股份有限公司","武O傑","臺北市大安區安和路1段112巷1號1樓","3000000","571430"," ","核准設立","20260901033610"
"50875772","掘味生活股份有限公司","","臺北市萬華區西園路2段320巷36弄36號","500000","500000"," ","解散","20260901033610"
"50876006","創易餐飲國際股份有限公司","李O燕","臺北市中山區八德路2段284號","4000000","4000000"," ","核准設立","20260901033610"
"50876104","真美味國際餐飲有限公司","陳O名","臺北市中山區中山北路2段185號9樓","1000000"," "," ","核准設立","20260901033610"
"50876152","貳房苑事業股份有限公司","陳O瑩","臺北市中山區南京東路1段34號7樓"," ","2000000"," ","核准設立","20260901033610"
"50876168","淘汽小姐餐飲股份有限公司","馮O潔","新北市板橋區文化路2段22號3樓","2000000","2000000"," ","核准設立","20260901033610"
"50876527","洒家餐飲國際有限公司","","臺北市大安區建國南路2段11巷6號1樓","2400000"," "," ","解散","20260901033610"
"50876553","立野有限公司","","臺北市大同區民族西路88號","100000"," "," ","解散","20260901033610"
"50876619","富饍有限公司","","臺北市大同區南京西路167巷5號1樓","50000"," "," ","解散","20260901033610"
"50876646","拙勁園藝有限公司","","臺北市中正區衡陽路10號12樓","400000"," "," ","解散","20260901033610"
"50876998","康力世界有限公司","","臺北市大安區敦化南路1段160巷48號1樓","6000000"," "," ","解散","20260901033610"
"50877005","台灣海記股份有限公司","劉O誠","臺中市西屯區福和里臺灣大道四段925號地下一層之1","36000000","19000000"," ","核准設立，但已命令解散","20260901033610"
"50877080","亞瑪拿餐飲管理顧問有限公司","","臺北市信義區基隆路1段163之2號1樓","8900000"," "," ","解散","20260901033610"
"50877146","鉅鑫管理顧問有限公司","林O軒","臺北市內湖區南京東路6段461號1樓","7500000"," "," ","核准設立","20260901033610"
"50877504","酒昂國際興業有限公司","","臺北市萬華區西園路1段226號","500000"," "," ","解散","20260901033610"
"50877589","祥和餐飲有限公司","吳O萍","臺北市松山區南京東路3段303巷7弄7號","5000000"," "," ","核准設立","20260901033610"
"50877672","億嘉芢有限公司","陳O涵","臺北市大安區信義路4段306號3樓","3200000"," "," ","核准設立","20260901033610"
"50877700","肉多多中山有限公司","","臺北市中山區中山北路1段82、82之1號1樓","200000"," "," ","解散","20260901033610"
"50878118","樂福餐飲事業有限公司","","臺北市中正區和平西路1段14號","1000000"," "," ","解散","20260901033610"
"50878270","傑克兄弟牛排股份有限公司","","臺北市信義區基隆路2段7號","20000000","20000000"," ","解散","20260901033610"
"50878742","大喫四方餐飲開發股份有限公司","楊O庭","臺北市中山區南京東路2段178號5樓","10000000","10000000"," ","核准設立","20260901033610"
"50878784","群青藝術設計有限公司","黃O鋒","高雄市鳥松區球場路201號1樓","500000"," "," ","核准設立","20260901033610"
"50879019","春茶喜時國際有限公司","","臺北市中山區新生北路2段60巷9號1樓","12500000"," "," ","廢止","20260901033610"
"50879290","史坦利牛排股份有限公司","鄒O力","新竹縣竹北市光明六路116號(2樓)","5000000","5000000"," ","核准設立","20260901033610"
"50879329","人生好難有限公司","陳O和","臺北市中正區羅斯福路4段40巷1之2號1樓","2000000"," "," ","核准設立","20260901033610"
"50879382","樂選國際有限公司","陳O學","新北市汐止區大同路1段286巷15號(1樓)","9000000"," "," ","核准設立","20260901033610"
"50879545","合家食品有限公司","","桃園市大園區南港里長發路226號","10000000"," "," ","解散","20260901033610"
"50879664","台灣東亞食品有限公司","","臺北市萬華區環河南路3段49號1樓","1500000"," "," ","廢止","20260901033610"
"50879806","格林全食物股份有限公司","陳O平","臺北市中山區中山北路2段79號8樓","40000000","40000000"," ","核准設立","20260901033610"
"50879881","怎麼會股份有限公司","","臺北市北投區石牌路2段99巷5號1樓","2000000","2000000"," ","解散","20260901033610"
"50880037","佳禾事業有限公司","林O薰","新北市樹林區保順街125號7樓","2000000"," "," ","核准設立","20260901033610"
"50880058","傅多麵有限公司","黃O林","臺北市信義區和平東路3段251號","500000"," "," ","核准設立","20260901033610"
"50880114","卓新有限公司","","臺北市中山區林森北路107巷43號","100000"," "," ","解散","20260901033610"
"50880120","台灣千房股份有限公司","中O貫二","高雄市左營區明誠二路332號6樓之1","14000000","14000000"," ","核准設立","20260901033610"
"50880178","德佳食品工業有限公司","張O德","臺北市北投區中央南路2段133號1樓","10000000"," "," ","核准設立","20260901033610"
"50880402","瑞淵股份有限公司","","臺北市中山區德惠街20號8樓","12500000","12500000"," ","解散","20260901033610"
"50880769","鹹酥李股份有限公司","魏O寧","臺北市大安區金山南路2段211號","1500000","1500000"," ","核准設立","20260901033610"
"50880888","稚焜國際有限公司","張O焜","新北市新莊區中平路429號12樓","1000000"," "," ","核准設立","20260901033610"
"50881113","百盛新創有限公司","","臺北市中山區復興北路202號1樓","100000"," "," ","解散","20260901033610"
